Item,Source,FieldID,BinaryID,RoiID,ObjID,ND.T,ND.M,ND.Z,Class,Area,EqDiameter,Length,Width,MaxFeret,MinFeret,MaxFeret90,Circularity,MeanIntensity,MeanRatio,MeanCa2+,MeanCorrFRET,MeanFRETEff,MeanTitration,Sample,DateCollected,Population,Temperature,pH
104,Frozen,3,Threshold,N/A,89,N/A,N/A,N/A,,11505.6,121.03,129.19,89.06,129.19,112.36,115.97,0.931,36.63,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
113,Frozen,3,Threshold,N/A,106,N/A,N/A,N/A,,11489.76,120.95,129.66,88.61,129.66,114.48,116.05,0.874,46.77,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
68,Frozen,2,Threshold,N/A,131,N/A,N/A,N/A,,11001.6,118.35,126.88,86.71,126.88,110.64,116.11,0.947,56.68,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
45,Frozen,2,Threshold,N/A,25,N/A,N/A,N/A,,10640.16,116.39,128.97,82.5,128.97,106.43,116.12,0.858,42.11,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
64,Frozen,2,Threshold,N/A,106,N/A,N/A,N/A,,10872,117.65,125.79,86.43,125.79,113.96,116.14,0.918,58.49,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
82,Frozen,2,Threshold,N/A,237,N/A,N/A,N/A,,11564.64,121.34,129.25,89.48,129.25,113.9,116.18,0.943,72.48,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
44,Frozen,2,Threshold,N/A,23,N/A,N/A,N/A,,11314.08,120.02,130.21,86.89,130.21,114.2,116.2,0.906,62.46,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
94,Frozen,3,Threshold,N/A,55,N/A,N/A,N/A,,10899.36,117.8,124.89,87.27,124.89,110.79,116.21,0.9,35.73,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
83,Frozen,2,Threshold,N/A,243,N/A,N/A,N/A,,11632.32,121.7,130.09,89.42,130.09,114.91,116.26,0.932,75.88,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
59,Frozen,2,Threshold,N/A,95,N/A,N/A,N/A,,11149.92,119.15,133.74,83.37,133.74,110.4,116.31,0.886,47.28,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
86,Frozen,3,Threshold,N/A,26,N/A,N/A,N/A,,11648.16,121.78,129.28,90.1,129.28,114.19,116.59,0.938,40.61,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
63,Frozen,2,Threshold,N/A,105,N/A,N/A,N/A,,10971.36,118.19,127.47,86.07,127.47,111.35,116.6,0.905,68.65,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
74,Frozen,2,Threshold,N/A,176,N/A,N/A,N/A,,11449.44,120.74,131.4,87.14,131.4,111.33,116.67,0.932,74.1,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
53,Frozen,2,Threshold,N/A,79,N/A,N/A,N/A,,11376,120.35,129.54,87.82,129.54,113.97,117.07,0.914,60.63,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
79,Frozen,2,Threshold,N/A,220,N/A,N/A,N/A,,11495.52,120.98,131.36,87.51,131.36,113.88,117.19,0.886,66.15,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
76,Frozen,2,Threshold,N/A,211,N/A,N/A,N/A,,11397.6,120.47,129.29,88.15,129.29,113.2,117.21,0.917,48.85,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
49,Frozen,2,Threshold,N/A,51,N/A,N/A,N/A,,11459.52,120.79,128.11,89.45,128.11,115.22,117.31,0.911,51.63,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
40,Frozen,1,Threshold,N/A,207,N/A,N/A,N/A,,11331.36,120.11,128.49,88.19,128.49,112.8,117.4,0.94,47.68,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
99,Frozen,3,Threshold,N/A,76,N/A,N/A,N/A,,10918.08,117.9,127.71,85.49,127.71,114.04,117.51,0.906,52.1,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
16,Frozen,1,Threshold,N/A,84,N/A,N/A,N/A,,11252.16,119.69,127.9,87.98,127.9,114.57,117.74,0.908,48.8,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
111,Frozen,3,Threshold,N/A,98,N/A,N/A,N/A,,11715.84,122.14,130.28,89.93,130.28,113.2,117.75,0.911,36.68,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
24,Frozen,1,Threshold,N/A,116,N/A,N/A,N/A,,11414.88,120.56,128.31,88.96,128.31,114.07,117.79,0.929,60.13,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
61,Frozen,2,Threshold,N/A,98,N/A,N/A,N/A,,11144.16,119.12,128.15,86.96,128.15,113.13,117.81,0.928,50.65,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
27,Frozen,1,Threshold,N/A,140,N/A,N/A,N/A,,11607.84,121.57,111.02,104.56,138.4,112.11,118.2,0.785,52.51,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
106,Frozen,3,Threshold,N/A,91,N/A,N/A,N/A,,11229.12,119.57,127.33,88.19,127.33,113.21,118.44,0.936,44.67,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
110,Frozen,3,Threshold,N/A,97,N/A,N/A,N/A,,12100.32,124.12,130.72,92.57,130.72,116.26,118.79,0.926,40.05,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
100,Frozen,3,Threshold,N/A,80,N/A,N/A,N/A,,12058.56,123.91,131.82,91.48,131.82,118.12,118.9,0.938,49.11,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
29,Frozen,1,Threshold,N/A,149,N/A,N/A,N/A,,11318.4,120.05,128.39,88.16,128.39,113.79,119.24,0.908,91.47,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
35,Frozen,1,Threshold,N/A,169,N/A,N/A,N/A,,11162.88,119.22,128.88,86.61,128.88,111.11,119.27,0.873,73.99,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
47,Frozen,2,Threshold,N/A,40,N/A,N/A,N/A,,11350.08,120.21,133.32,85.13,133.32,114.09,119.35,0.801,27.28,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
80,Frozen,2,Threshold,N/A,226,N/A,N/A,N/A,,11494.08,120.97,127.52,90.14,127.52,118.3,119.42,0.845,75.64,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
5,Frozen,1,Threshold,N/A,23,N/A,N/A,N/A,,12015.36,123.69,131.75,91.2,131.75,115.2,119.44,0.946,51.71,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
34,Frozen,1,Threshold,N/A,166,N/A,N/A,N/A,,11160,119.2,126.33,88.34,126.33,116.4,119.75,0.863,41.61,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
105,Frozen,3,Threshold,N/A,90,N/A,N/A,N/A,,11646.72,121.77,127.8,91.13,136.79,119.77,119.77,0.763,49.94,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
23,Frozen,1,Threshold,N/A,108,N/A,N/A,N/A,,11484,120.92,129.73,88.52,129.73,114.91,120.09,0.917,52.23,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
12,Frozen,1,Threshold,N/A,47,N/A,N/A,N/A,,12051.36,123.87,133.83,90.05,133.83,114.76,120.14,0.92,79.27,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
93,Frozen,3,Threshold,N/A,41,N/A,N/A,N/A,,11485.44,120.93,127.83,89.85,127.83,114.9,120.14,0.913,41.72,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
91,Frozen,3,Threshold,N/A,37,N/A,N/A,N/A,,11940.48,123.3,131.46,90.83,131.46,116.84,120.16,0.943,54.57,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
1,Frozen,1,Threshold,N/A,17,N/A,N/A,N/A,,11115.36,118.96,140.6,79.06,144,111.92,120.45,0.724,73.72,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
37,Frozen,1,Threshold,N/A,181,N/A,N/A,N/A,,12117.6,124.21,132.78,91.26,132.78,115.2,120.92,0.946,59.73,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
112,Frozen,3,Threshold,N/A,99,N/A,N/A,N/A,,12011.04,123.66,133.26,90.13,133.26,118.13,121.12,0.89,41.2,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
92,Frozen,3,Threshold,N/A,38,N/A,N/A,N/A,,11204.64,119.44,169.18,66.23,135.35,114.2,121.79,0.635,59.9,N/A,N/A,N/A,N/A,N/A,411,5/26/17,Dabob Bay,10,low
1,Frozen,1,Threshold,N/A,15,N/A,N/A,N/A,,10516.32,115.71,133.78,78.61,133.78,108.13,111.4,0.796,38.92,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
2,Frozen,1,Threshold,N/A,17,N/A,N/A,N/A,,9973.44,112.69,121.02,82.41,121.02,106.52,108.42,0.94,40.2,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
3,Frozen,1,Threshold,N/A,24,N/A,N/A,N/A,,10370.88,114.91,122.68,84.54,122.68,108.64,110.96,0.951,64.56,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
4,Frozen,1,Threshold,N/A,40,N/A,N/A,N/A,,9299.52,108.81,115.5,80.51,115.5,105.94,106.7,0.931,28.98,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
5,Frozen,1,Threshold,N/A,51,N/A,N/A,N/A,,9933.12,112.46,123.11,80.68,123.11,102.61,107.17,0.841,46.52,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
6,Frozen,1,Threshold,N/A,56,N/A,N/A,N/A,,9757.44,111.46,120.29,81.12,120.29,104.4,106.01,0.929,44.64,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
7,Frozen,1,Threshold,N/A,60,N/A,N/A,N/A,,9262.08,108.59,116.46,79.53,116.46,104.81,106.68,0.933,50.68,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
8,Frozen,1,Threshold,N/A,61,N/A,N/A,N/A,,10601.28,116.18,122.18,86.77,122.18,111.27,115.1,0.929,33.71,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
9,Frozen,1,Threshold,N/A,62,N/A,N/A,N/A,,10267.2,114.34,122.69,83.68,122.69,107.31,113.38,0.893,54.59,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
10,Frozen,1,Threshold,N/A,63,N/A,N/A,N/A,,9984.96,112.75,119.54,83.53,119.54,107.39,109.16,0.932,43.77,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
11,Frozen,1,Threshold,N/A,69,N/A,N/A,N/A,,9961.92,112.62,122.11,81.58,122.11,105.58,107.17,0.917,49.33,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
12,Frozen,1,Threshold,N/A,70,N/A,N/A,N/A,,9246.24,108.5,114.3,80.9,114.3,106.49,108.5,0.9,53.22,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
13,Frozen,1,Threshold,N/A,72,N/A,N/A,N/A,,9581.76,110.45,117.67,81.43,117.67,102.77,108.53,0.899,43.73,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
14,Frozen,1,Threshold,N/A,73,N/A,N/A,N/A,,9132.48,107.83,118.09,77.33,118.09,104.33,109.96,0.811,49.32,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
15,Frozen,1,Threshold,N/A,76,N/A,N/A,N/A,,10036.8,113.05,120.48,83.31,120.48,106.8,110.74,0.936,46.05,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
16,Frozen,1,Threshold,N/A,82,N/A,N/A,N/A,,9588.96,110.49,117.64,81.51,117.64,108.3,111.78,0.92,40.23,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
17,Frozen,1,Threshold,N/A,92,N/A,N/A,N/A,,9842.4,111.95,124.33,79.16,124.33,105.58,107.17,0.889,39.34,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
18,Frozen,1,Threshold,N/A,94,N/A,N/A,N/A,,10162.08,113.75,121.98,83.31,121.98,109.49,110.01,0.868,53.91,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
19,Frozen,1,Threshold,N/A,96,N/A,N/A,N/A,,10657.44,116.49,124.15,85.84,124.15,110.38,111.7,0.931,41.76,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
20,Frozen,1,Threshold,N/A,109,N/A,N/A,N/A,,9923.04,112.4,148,67.05,126.66,107.43,109.58,0.674,52.47,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
21,Frozen,1,Threshold,N/A,115,N/A,N/A,N/A,,10166.4,113.77,120.75,84.2,120.75,108.62,114.6,0.822,62.47,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
22,Frozen,1,Threshold,N/A,117,N/A,N/A,N/A,,10170.72,113.8,120.3,84.54,120.3,109.08,112.81,0.94,43.71,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
23,Frozen,1,Threshold,N/A,128,N/A,N/A,N/A,,10300.32,114.52,121.44,84.82,121.44,109.53,111.05,0.928,44.51,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
24,Frozen,2,Threshold,N/A,13,N/A,N/A,N/A,,9810.72,111.76,118.19,83.01,118.19,106.42,107.97,0.945,45.57,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
25,Frozen,2,Threshold,N/A,17,N/A,N/A,N/A,,9593.28,110.52,119.25,80.44,119.25,106.12,112.48,0.809,52.05,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
26,Frozen,2,Threshold,N/A,20,N/A,N/A,N/A,,10486.08,115.55,120.62,86.93,135.94,106.58,116.75,0.765,51.76,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
27,Frozen,2,Threshold,N/A,21,N/A,N/A,N/A,,10398.24,115.06,124.04,83.83,124.04,111.23,115.83,0.893,39.87,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
28,Frozen,2,Threshold,N/A,22,N/A,N/A,N/A,,10884.96,117.72,124.33,87.55,124.33,111.81,114.97,0.939,48.06,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
29,Frozen,2,Threshold,N/A,26,N/A,N/A,N/A,,10650.24,116.45,124.15,85.79,124.15,112.16,112.56,0.931,53.71,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
30,Frozen,2,Threshold,N/A,29,N/A,N/A,N/A,,10542.24,115.86,122.45,86.09,122.45,112.83,115.34,0.894,37.75,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
31,Frozen,2,Threshold,N/A,34,N/A,N/A,N/A,,9115.2,107.73,113.91,80.02,113.91,102,105.21,0.955,44.52,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
32,Frozen,2,Threshold,N/A,35,N/A,N/A,N/A,,9912.96,112.35,119.59,82.89,119.59,107.58,107.76,0.905,42.12,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
33,Frozen,2,Threshold,N/A,56,N/A,N/A,N/A,,10304.64,114.54,121.71,84.67,121.71,110.61,112.89,0.915,31.78,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
34,Frozen,2,Threshold,N/A,59,N/A,N/A,N/A,,9848.16,111.98,118.22,83.3,118.22,106.74,109.57,0.935,41.4,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
35,Frozen,2,Threshold,N/A,65,N/A,N/A,N/A,,10111.68,113.47,121.87,82.97,121.87,107.96,110.56,0.912,38.45,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
36,Frozen,2,Threshold,N/A,66,N/A,N/A,N/A,,10696.32,116.7,124.61,85.84,124.61,111.6,115.15,0.873,38.1,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
37,Frozen,2,Threshold,N/A,68,N/A,N/A,N/A,,9514.08,110.06,120.03,79.27,120.03,106.37,110.24,0.918,42.02,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
38,Frozen,2,Threshold,N/A,69,N/A,N/A,N/A,,10183.68,113.87,122.77,82.95,122.77,108.59,109.36,0.952,40.37,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
39,Frozen,2,Threshold,N/A,79,N/A,N/A,N/A,,10510.56,115.68,123.18,85.33,123.18,110.17,121.87,0.832,53.32,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
40,Frozen,2,Threshold,N/A,85,N/A,N/A,N/A,,9843.84,111.95,119.37,82.46,119.37,107.38,110.84,0.907,37.7,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
41,Frozen,2,Threshold,N/A,87,N/A,N/A,N/A,,9514.08,110.06,117.99,80.63,117.99,105.19,108.39,0.908,40.58,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
42,Frozen,2,Threshold,N/A,91,N/A,N/A,N/A,,10172.16,113.81,119.07,85.43,119.07,110.4,115.62,0.913,35.98,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
43,Frozen,2,Threshold,N/A,93,N/A,N/A,N/A,,10425.6,115.21,121.92,85.51,121.92,113.5,114.76,0.902,65.53,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
44,Frozen,2,Threshold,N/A,96,N/A,N/A,N/A,,10395.36,115.05,127.26,81.69,124.33,110.76,112.39,0.748,47.24,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
45,Frozen,2,Threshold,N/A,99,N/A,N/A,N/A,,10355.04,114.82,121.74,85.06,121.74,109.12,111.17,0.94,45.67,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
46,Frozen,2,Threshold,N/A,102,N/A,N/A,N/A,,11278.08,119.83,126.42,89.21,126.42,114.32,114.36,0.941,43.79,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
47,Frozen,2,Threshold,N/A,107,N/A,N/A,N/A,,10562.4,115.97,123.04,85.85,123.04,110.01,114.05,0.919,54.67,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
48,Frozen,2,Threshold,N/A,110,N/A,N/A,N/A,,10533.6,115.81,123.7,85.16,123.7,110.67,112.86,0.926,38.12,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
49,Frozen,2,Threshold,N/A,116,N/A,N/A,N/A,,9800.64,111.71,117.69,83.27,117.69,107.96,109.41,0.929,46,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
50,Frozen,2,Threshold,N/A,119,N/A,N/A,N/A,,10923.84,117.94,124.52,87.73,124.52,113.72,117.63,0.91,32.04,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
51,Frozen,2,Threshold,N/A,121,N/A,N/A,N/A,,10074.24,113.26,126.04,79.93,126.04,107.75,111.89,0.854,53.7,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
52,Frozen,2,Threshold,N/A,126,N/A,N/A,N/A,,10761.12,117.05,123.56,87.09,123.56,112.78,113.54,0.933,35.73,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
53,Frozen,2,Threshold,N/A,127,N/A,N/A,N/A,,9997.92,112.83,119.54,83.64,119.54,107.27,109.1,0.916,34.54,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
54,Frozen,2,Threshold,N/A,136,N/A,N/A,N/A,,11119.68,118.99,129.34,85.97,129.34,111.67,117.15,0.881,38.98,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
55,Frozen,2,Threshold,N/A,138,N/A,N/A,N/A,,10095.84,113.38,124.15,81.32,124.15,111.17,112.11,0.876,35.5,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
56,Frozen,2,Threshold,N/A,139,N/A,N/A,N/A,,10186.56,113.89,120.49,84.55,120.49,108,114.03,0.923,45.46,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
57,Frozen,2,Threshold,N/A,140,N/A,N/A,N/A,,10254.24,114.26,123.43,83.08,123.43,107.44,114.99,0.877,55.2,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
58,Frozen,3,Threshold,N/A,16,N/A,N/A,N/A,,9943.2,112.52,119.65,83.1,119.65,108.31,111.23,0.911,44.52,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
59,Frozen,3,Threshold,N/A,17,N/A,N/A,N/A,,10759.68,117.05,126.87,84.81,126.87,110.52,112.14,0.873,49.51,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
60,Frozen,3,Threshold,N/A,21,N/A,N/A,N/A,,8431.2,103.61,115.6,72.93,115.6,96.02,97.09,0.921,35.86,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
61,Frozen,3,Threshold,N/A,35,N/A,N/A,N/A,,9895.68,112.25,118.34,83.62,118.34,108.18,109.87,0.899,55.19,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
62,Frozen,3,Threshold,N/A,38,N/A,N/A,N/A,,10601.28,116.18,122.99,86.2,122.99,111.2,112.69,0.936,39.78,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
63,Frozen,3,Threshold,N/A,42,N/A,N/A,N/A,,11440.8,120.69,127.7,89.59,127.7,114.73,117.37,0.948,53.71,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
64,Frozen,3,Threshold,N/A,44,N/A,N/A,N/A,,10048.32,113.11,121.97,82.38,121.97,107.27,109.87,0.933,38.79,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
65,Frozen,3,Threshold,N/A,45,N/A,N/A,N/A,,10657.44,116.49,124.6,85.54,124.6,112.15,115.24,0.864,56.43,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
66,Frozen,3,Threshold,N/A,46,N/A,N/A,N/A,,10463.04,115.42,121.72,85.96,121.72,111.51,119.55,0.833,61.73,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
67,Frozen,3,Threshold,N/A,48,N/A,N/A,N/A,,10874.88,117.67,124.66,87.24,124.66,111.6,114.95,0.956,37.22,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
68,Frozen,3,Threshold,N/A,54,N/A,N/A,N/A,,10288.8,114.46,121.47,84.7,121.47,110.66,111.9,0.954,47.94,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
69,Frozen,3,Threshold,N/A,68,N/A,N/A,N/A,,9532.8,110.17,123.05,77.47,123.05,105.58,108.05,0.82,52.37,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
70,Frozen,3,Threshold,N/A,70,N/A,N/A,N/A,,9627.84,110.72,116.8,82.43,116.8,107.95,109.71,0.904,35.28,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
71,Frozen,3,Threshold,N/A,71,N/A,N/A,N/A,,9876.96,112.14,123.69,79.85,123.69,105.57,106.87,0.899,26.87,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
72,Frozen,3,Threshold,N/A,73,N/A,N/A,N/A,,8300.16,102.8,110.15,75.35,110.15,99.91,102.73,0.914,32.74,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
73,Frozen,3,Threshold,N/A,74,N/A,N/A,N/A,,10457.28,115.39,128.16,81.59,128.16,112.56,114.96,0.834,58.92,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
74,Frozen,3,Threshold,N/A,75,N/A,N/A,N/A,,10808.64,117.31,123.84,87.28,123.84,111.97,114.26,0.934,41.6,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
75,Frozen,3,Threshold,N/A,76,N/A,N/A,N/A,,9812.16,111.77,117.7,83.36,117.7,107.87,107.95,0.938,42.13,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
76,Frozen,3,Threshold,N/A,78,N/A,N/A,N/A,,10297.44,114.5,128.34,80.23,128.34,110.4,113.12,0.793,55.37,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
77,Frozen,3,Threshold,N/A,89,N/A,N/A,N/A,,10584,116.09,126.65,83.57,126.65,111.13,114.62,0.889,42.8,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
78,Frozen,3,Threshold,N/A,94,N/A,N/A,N/A,,9671.04,110.97,123.7,78.18,123.7,102.79,102.84,0.93,29.46,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
79,Frozen,3,Threshold,N/A,95,N/A,N/A,N/A,,10317.6,114.62,120.82,85.4,120.82,110.9,116.24,0.886,46.13,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
80,Frozen,3,Threshold,N/A,102,N/A,N/A,N/A,,9979.2,112.72,120.14,83.06,120.14,111.45,113.77,0.835,61.59,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
81,Frozen,3,Threshold,N/A,103,N/A,N/A,N/A,,10739.52,116.94,125.76,85.4,125.76,112.35,115.23,0.893,56.42,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
82,Frozen,3,Threshold,N/A,104,N/A,N/A,N/A,,10399.68,115.07,124.03,83.85,124.03,108.15,111.65,0.917,55.73,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
